Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Origem Ano,Anais,Anais Link,GS Link,DBLP Link
JCSG,Joint International Conference on Serious Games,,,,,,Qualis 2017-2020,2021,,,,
JSSPP,Workshop on Job Scheduling Strategies for Parallel Processing,,,,,,Qualis 2017-2020,2021,,,,
JURIX,International Conference on Legal Knowledge and Information Systems,,,,,,Qualis 2017-2020,2021,,,,
KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,,,,,Qualis 2017-2020,2021,,,,
KDIR,International Conference on Knowledge Discovery and Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
KDMILE,"Symposium on Knowledge Discovery, Mining and Learning",,,,,,Qualis 2017-2020,2021,,,,
KEPS,Workshop on Knowledge Engineering for Planning and Scheduling,,,,,,Qualis 2017-2020,2021,,,,
KES,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,,,,,,Qualis 2017-2020,2021,,,,
KESAMSTA,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,,,,,,Qualis 2017-2020,2021,,,,
KESW,International Conference on Knowledge Engineering and Semantic Web,,,,,,Qualis 2017-2020,2021,,,,
KMO,International Conference on Knowledge Management in Organizations,,,,,,Qualis 2017-2020,2021,,,,
KR,International Conference on Principles of Knowledge Representation and Reasoning,,,,,,Qualis 2017-2020,2021,,,,
L@S,ACM Conference on Learning @ Scale,,,,,,Qualis 2017-2020,2021,,,,
LA-CCI,Latin American Conference on Computational Intelligence,,,,,,Qualis 2017-2020,2021,,,,
LAC,Linux Audio Conference,,,,,,Qualis 2017-2020,2021,,,,
LACLO,Latin American Conference on Learning Objects and Technologies,,,,,,Qualis 2017-2020,2021,,,,
LADC,Latin-American Symposium on Dependable Computing,,,,,,Qualis 2017-2020,2021,,,,
LAGIRS,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,,,,,,Qualis 2017-2020,2021,,,,
LAGOS,"Latin-American Algorithms, Graphs and Optimization Symposium",,,,,,Qualis 2017-2020,2021,,,,
LAK,International Learning Analytics and Knowledge Conference,,,,,,Qualis 2017-2020,2021,,,,
LANC,Latin American Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
LANMAN,IEEE International Symposium on Local and Metropolitan Area Networks,,,,,,Qualis 2017-2020,2021,,,,
LANOMS,Latin American Network Operations and Management Symposium,,,,,,Qualis 2017-2020,2021,,,,
LARS,IEEE Latin American Robotics Symposium,,,,,,Qualis 2017-2020,2021,,,,
LASCAS,IEEE Latin American Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,2021,,,,
LATIN,Latin American Theoretical Informatics Symposium,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=OeICmY9lwg4J.2023,https://dblp.org/db/conf/latin/index.html
LATINCLOUD,IEEE Latin America Conference on Cloud Computing and Communications,,,,,,Qualis 2017-2020,2021,,,,
LATINCOM,IEEE Latin-American Conference on Communications,,,,,,Qualis 2017-2020,2021,,,,
LATINCRYPT,International Conference on Cryptology and Information Security in Latin America,,,,,,Qualis 2017-2020,2021,,,,
LATINOWARE,Congresso Latino-americano de Software Livre e Tecnologias Abertas,,,,,,Qualis 2017-2020,2021,,,,
LATS,IEEE Latin American Test Symposium,,,,,,Qualis 2017-2020,2021,,,,
LAW,Linguistic Annotation Workshop,,,,,,Qualis 2017-2020,2021,,,,
LAWCG,Latin American Workshop on Cliques in Graphs,,,,,,Qualis 2017-2020,2021,,,,
LAWCN,Latin-American Workshop on Computational Neuroscience,,,,,,Qualis 2017-2020,2021,,,,
LAWEB,Latin American Web Congress,,,,,,Qualis 2017-2020,2021,,,,
LCN,IEEE Conference on Local Computer Networks,,,,,,Qualis 2017-2020,2021,,,,
LCTES,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",,,,,,Qualis 2017-2020,2021,,,,
LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,,,,,Qualis 2017-2020,2021,,,,
LDAV,IEEE Symposium on Large Data Analysis and Visualization,,,,,,Qualis 2017-2020,2021,,,,
LFCS,Symposium on Logical Foundations of Computer Science,,,,,,Qualis 2017-2020,2021,,,,
LICS,ACM/IEEE Symposium on Logic in Computer Science,,,,,,Qualis 2017-2020,2021,,,,
LIDTA,Workshop on Learning with Imbalanced Domains: Theory and Applications,,,,,,Qualis 2017-2020,2021,,,,
LINKDEM,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,,,,,,Qualis 2017-2020,2021,,,,
LION,Learning and Intelligent Optimization Conference,,,,,,Qualis 2017-2020,2021,,,,
LMCS,Logical Methods in Computer Science,,,,,,Qualis 2017-2020,2021,,,,
LocalRec,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",,,,,,Qualis 2017-2020,2021,,,,
LocWeb,International Workshop on Location and the Web,,,,,,Qualis 2017-2020,2021,,,,
LoPaS,Location Privacy and Security Workshop,,,,,,Qualis 2017-2020,2021,,,,
LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,,,,,,Qualis 2017-2020,2021,,,,
LREC,International Conference on Language Resources and Evaluation,,,,,,Qualis 2017-2020,2021,,,,
LSFA,"International Workshop on Logical and Semantic Frameworks, with Applications",,,,,,Qualis 2017-2020,2021,,,,
LTEC,International Workshop on Learning Technology for Education Challenges,,,,,,Qualis 2017-2020,2021,,,,
M4IOT,Workshop on Middleware for Context-Aware Applications in the IoT,,,,,,Qualis 2017-2020,2021,,,,
MABS,International Workshop on Multi-Agent Based Simulation,,,,,,Qualis 2017-2020,2021,,,,
MANSDNNFV,International Workshop on Management of SDN and NFV Systems,,,,,,Qualis 2017-2020,2021,,,,
MASCOTS,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",,,,,,Qualis 2017-2020,2021,,,,
MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,,,,,,Qualis 2017-2020,2021,,,,
MASS2,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,,,,,,Qualis 2017-2020,2021,,,,
MATES,German Conference on Multiagent System Technologies,,,,,,Qualis 2017-2020,2021,,,,
MCDM,International Conference on Multiple Criteria Decision Making,,,,,,Qualis 2017-2020,2021,,,,
MCM,International Conference on Mathematics and Computation in Music,,,,,,Qualis 2017-2020,2021,,,,
MCPR2,Mexican Conference on Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,,,,,,Qualis 2017-2020,2021,,,,
MDAI,International Conference on Modeling Decisions for Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
MDM,IEEE International Conference on Mobile Data Management,,,,,,Qualis 2017-2020,2021,,,,
MED,Mediterranean Conference on Control and Automation,,,,,,Qualis 2017-2020,2021,,,,
MedComNet,Mediterranean Communication and Computer Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
MEDES,International Conference on Management of Emergent Digital EcoSystems,,,,,,Qualis 2017-2020,2021,,,,
MEDHOCNET,Mediterranean Ad Hoc Networking Workshop,,,,,,Qualis 2017-2020,2021,,,,
MEDINFO,World Congress on Medical and Health Informatics,,,,,,Qualis 2017-2020,2021,,,,
MEMEA,IEEE International Symposium on Medical Measurements and Applications,,,,,,Qualis 2017-2020,2021,,,,
MEMSYS,International Symposium on Memory Systems,,,,,,Qualis 2017-2020,2021,,,,
MEPDaW,Managing the Evolution and Preservation of the Data Web,,,,,,Qualis 2017-2020,2021,,,,
MESA,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,,,,,,Qualis 2017-2020,2021,,,,
META,International Workshop on Meta-Programming Techniques and Reflection,,,,,,Qualis 2017-2020,2021,,,,
MetaLearn,Workshop on Meta-Learning,,,,,,Qualis 2017-2020,2021,,,,
MFCS,International Symposium on Mathematical Foundations of Computer Science,,,,,,Qualis 2017-2020,2021,,,,
MFI,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,,,,,Qualis 2017-2020,2021,,,,
MIC,Metaheuristics International Conference,,,,,,Qualis 2017-2020,2021,,,,
MICAI,Mexican International Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
MICRO,IEEE/ACM International Symposium on Microarchitecture,,,,,,Qualis 2017-2020,2021,,,,
MIDDLEWARE,International Middleware Conference,,,,,,Qualis 2017-2020,2021,,,,
MIE,Medical Informatics Europe,,,,,,Qualis 2017-2020,2021,,,,
MIG,ACM Siggraph Conference on Motion in Games,,,,,,Qualis 2017-2020,2021,,,,
MILCOM,Military Communications Conference,,,,,,Qualis 2017-2020,2021,,,,
MISE,Workshop on Modeling in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
MIXDES,International Conference on Mixed Design of Integrated Circuits and Systems,,,,,,Qualis 2017-2020,2021,,,,
ML4H,Machine Learning for Health,,,,,,Qualis 2017-2020,2021,,,,
MLDM,International Conference on Machine Learning and Data Mining in Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
MLOBD,"International Workshop on Machine Learning, Optimization and Big Data",,,,,,Qualis 2017-2020,2021,,,,
MLSP,IEEE International Workshop on Machine Learning for Signal Processing,,,,,,Qualis 2017-2020,2021,,,,
MMAR,International Conference on Methods and Models in Automation and Robotics,,,,,,Qualis 2017-2020,2021,,,,
MMM,International Conference on Multimedia Modelling,,,,,,Qualis 2017-2020,2021,,,,
MMRP,International Workshop on Multilayer Music Representation and Processing,,,,,,Qualis 2017-2020,2021,,,,
MMSP,International Workshop on Multimedia and Signal Processing,,,,,,Qualis 2017-2020,2021,,,,
MMSYS,ACM Multimedia Systems Conference,,,,,,Qualis 2017-2020,2021,,,,
MNR,Mostra Nacional de Robótica,,,,,,Qualis 2017-2020,2021,,,,
MobiArch,Workshop on Mobility in the Evolving Internet Architecture,,,,,,Qualis 2017-2020,2021,,,,
MOBICOM,ACM/IEEE International Conference on Mobile Computing and Networking,,,,,,Qualis 2017-2020,2021,,,,
MOBIHOC,ACM International Symposium on Mobile Ad Hoc Networking and Computing,,,,,,Qualis 2017-2020,2021,,,,
MOBILEHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services,,,,,,Qualis 2017-2020,2021,,,,
MOBILESOFT,International Conference on Mobile Software Engineering and Systems,,,,,,Qualis 2017-2020,2021,,,,
MOBIQUITOUS,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",,,,,,Qualis 2017-2020,2021,,,,
MobiSys,"Annual International Conference on Mobile Systems, Applications, and Services",,,,,,Qualis 2017-2020,2021,,,,
MOBIWAC,ACM International Symposium on Mobility Management and Wireless Access,,,,,,Qualis 2017-2020,2021,,,,
MOCO,International Conference on Movement and Computing,,,,,,Qualis 2017-2020,2021,,,,
MODELS,International Conference on Model Driven Engineering Languages and Systems,,,,,,Qualis 2017-2020,2021,,,,
MODELSWARD,International Conference on Model-Driven Engineering and Software Development,,,,,,Qualis 2017-2020,2021,,,,
MODRE,International Model-Driven Requirements Engineering,,,,,,Qualis 2017-2020,2021,,,,
MODULARITY,International Conference on Modularity,,,,,,Qualis 2017-2020,2021,,,,
MoMM,International Conference on Advances in Mobile Computing & Multimedia,,,,,,Qualis 2017-2020,2021,,,,
MRS,International Symposium on Multi-Robot and Multi-Agent Systems,,,,,,Qualis 2017-2020,2021,,,,
MSN,International Conference on Mobile Ad-Hoc and Sensor Networks,,,,,,Qualis 2017-2020,2021,,,,
MSR,Working Conference on Mining Software Repositories,,,,,,Qualis 2017-2020,2021,,,,
MSSiS,Workshop deModelagem e Simulação de Sistemas Intensivos em Software,,,,,,Qualis 2017-2020,2021,,,,
MSST,IEEE Symposium on Mass Storage Systems and Technologies,,,,,,Qualis 2017-2020,2021,,,,
MSWIM,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",,,,,,Qualis 2017-2020,2021,,,,
MTSR,International Conference on Metadata and Semantics Research,,,,,,Qualis 2017-2020,2021,,,,
MULTI,International Workshop on Multi-Level Modeling,,,,,,Qualis 2017-2020,2021,,,,
MULTITEMP,International Workshop on the Analysis of Multitemporal Remote Sensing Images,,,,,,Qualis 2017-2020,2021,,,,
MUM,International Conference on Mobile and Ubiquitous Multimedia,,,,,,Qualis 2017-2020,2021,,,,
MVA,IAPR International Conference on Machine Vision Applications,,,,,,Qualis 2017-2020,2021,,,,
MWE,Workshop on Multiword Expressions,,,,,,Qualis 2017-2020,2021,,,,
MWSCAS,International Midwest Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,2021,,,,
NAACL,North American Chapter of the Association for Computational Linguistics Annual Meeting,,,,,,Qualis 2017-2020,2021,,,,
NAFIPS,Annual Conference of the North American Fuzzy Information Processing Society,,,,,,Qualis 2017-2020,2021,,,,
NCA,IEEE International Symposium on Network Computing and Applications,,,,,,Qualis 2017-2020,2021,,,,
NDSS,Network and Distributed System Security Symposium,,,,,,Qualis 2017-2020,2021,,,,
NESY@HLAI,Workshop on Neural-Symbolic Learning and Reasoning,,,,,,Qualis 2017-2020,2021,,,,
NETSOFT,IEEE Conference on Network Softwarization,,,,,,Qualis 2017-2020,2021,,,,
NetSys,International Conference on Networked Systems,,,,,,Qualis 2017-2020,2021,,,,
NETWORKING,IFIP Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
NETWORKS,International Telecommunications Network Strategy and Planning Symposium,,,,,,Qualis 2017-2020,2021,,,,
NeurIPS,Neural Information Processing Systems,,,,,,Qualis 2017-2020,2021,,,,
NEW2AN,"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,,,Qualis 2017-2020,2021,,,,
NEWCAS,IEEE International New Circuits and Systems Conference,,,,,,Qualis 2017-2020,2021,,,,
NFM,NASA Formal Methods Symposium,,,,,,Qualis 2017-2020,2021,,,,
NFV-SDN,IEEE Conference on Network Function Virtualization and Software Defined Networks,,,,,,Qualis 2017-2020,2021,,,,
NHT,Workshop on Narrative and Hypertext,,,,,,Qualis 2017-2020,2021,,,,
NIME,International Conference on New Interfaces for Musical Expression,,,,,,Qualis 2017-2020,2021,,,,
NLDB,International Conference on Application of Natural Language to Information Systems,,,,,,Qualis 2017-2020,2021,,,,
NOCS,ACM/IEEE International Symposium on Networks-on-Chip,,,,,,Qualis 2017-2020,2021,,,,
NOF,International Conference on Network of the Future,,,,,,Qualis 2017-2020,2021,,,,
NOMS,IEEE/IFIP Network Operations and Management Symposium,,,,,,Qualis 2017-2020,2021,,,,
NORCAS,Nordic Circuits and Systems Conference,,,,,,Qualis 2017-2020,2021,,,,
NordiCHI,Nordic Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,2021,,,,
NSDI,Networked Systems Design and Implementation,,,,,,Qualis 2017-2020,2021,,,,
NSS,Network and System Security,,,,,,Qualis 2017-2020,2021,,,,
NSV,International Workshop on Numerical Software Verification,,,,,,Qualis 2017-2020,2021,,,,
NTMS,"IFIP International Conference on New Technologies, Mobility and Security",,,,,,Qualis 2017-2020,2021,,,,
OCEAN,IEEE Oceans Conference,,,,,,Qualis 2017-2020,2021,,,,
OM,International Workshop on Ontology Matching,,,,,,Qualis 2017-2020,2021,,,,
ONDM,Conference on Optical Network Design and Modeling,,,,,,Qualis 2017-2020,2021,,,,
ONTOBRAS,Seminar on Ontology Research in Brazil,,,,,,Qualis 2017-2020,2021,,,,
Onward!,Onward!,,,,,,Qualis 2017-2020,2021,,,,
OOPSLA,"Conference on Object-Oriented Programming Systems, Languages, and Applications",,,,,,Qualis 2017-2020,2021,,,,
OpenSym,International Symposium on Open Collaboration,,,,,,Qualis 2017-2020,2021,,,,
OPODIS,International Conference on Principles of Distributed Systems,,,,,,Qualis 2017-2020,2021,,,,
OR,International Conference on Operations Research,,,,,,Qualis 2017-2020,2021,,,,
OSDI,USENIX Symposium on Operating Systems Design and Implementation,,,,,,Qualis 2017-2020,2021,,,,
OSS,International Conference on Open Source Systems,,,,,,Qualis 2017-2020,2021,,,,
OzCHI,Australian Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,2021,,,,
PAAMS,"International Conference on Practical Applications of Agents, Multi-Agent Systems and Sustainability",,,,,,Qualis 2017-2020,2021,,,,
PAAR,Practical Aspects of Automated Reasoning,,,,,,Qualis 2017-2020,2021,,,,
PACBB,International Conference on Practical Applications of Computational Biology & Bioinformatics,,,,,,Qualis 2017-2020,2021,,,,
PacificVis,IEEE Pacific Visualization Symposium,,,,,,Qualis 2017-2020,2021,,,,
PACIS,Pacific Asia Conference on Information Systems,,,,,,Qualis 2017-2020,2021,,,,
PACT,International Conference on Parallel Computing Technologies,,,,,,Qualis 2017-2020,2021,,,,
PACTT,International Conference on Parallel Architectures and Compilation Techniques,,,,,,Qualis 2017-2020,2021,,,,
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,,,,,,Qualis 2017-2020,2021,,,,
PAM,Passive and Active Network Measurement Conference,,,,,,Qualis 2017-2020,2021,,,,
ParCO,International Conference on Parallel Computing,,,,,,Qualis 2017-2020,2021,,,,
PATAT,International Conference on the Practice and Theory of Automated Timetabling,,,,,,Qualis 2017-2020,2021,,,,
PATMOS,"International Workshop on Power and Timing Modeling, Optimization and Simulation",,,,,,Qualis 2017-2020,2021,,,,
PATTERNS,International Conferences on Pervasive Patterns and Applications,,,,,,Qualis 2017-2020,2021,,,,
PDC,Participatory Design Conference,,,,,,Qualis 2017-2020,2021,,,,
PDCAT,"International Conference on Parallel and Distributed Computing, Applications and Technologies",,,,,,Qualis 2017-2020,2021,,,,
PDES,IFAC International Conference on Programmable Devices and Embedded Systems,,,,,,Qualis 2017-2020,2021,,,,
PDP,"Euromicro International Conference on Parallel, Distributed and Network-Based Processing",,,,,,Qualis 2017-2020,2021,,,,
PE-WASUN,"ACM International Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",,,,,,Qualis 2017-2020,2021,,,,
PECCS,Pervasive and Embedded Computing and Communication Systems,,,,,,Qualis 2017-2020,2021,,,,
PERCOM,International Conference on Pervasive Computing and Communications,,,,,,Qualis 2017-2020,2021,,,,
PerComW,IEEE International Conference on Pervasive Computing and Communication Workshops,,,,,,Qualis 2017-2020,2021,,,,
PervasiveHealth,International Conference on Pervasive Computing Technologies for Healthcare,,,,,,Qualis 2017-2020,2021,,,,
PESOS,International Workshop on Principles of Engineering Service-Oriented and Cloud Systems,,,,,,Qualis 2017-2020,2021,,,,
PETRA,ACM International Conference on PErvasive Technologies Related to Assistive Environments,,,,,,Qualis 2017-2020,2021,,,,
PG,Pacific Conference on Computer Graphics and Applications,,,,,,Qualis 2017-2020,2021,,,,
PGM,International Conference on Probabilistic Graphical Models,,,,,,Qualis 2017-2020,2021,,,,
PIMRC,"International Symposium on Personal, Indoor and Mobile Radio Communications",,,,,,Qualis 2017-2020,2021,,,,
PKC,International Conference on Practice and Theory in Public Key Cryptography,,,,,,Qualis 2017-2020,2021,,,,
PLATIAL,International Symposium on Platial Information Science,,,,,,Qualis 2017-2020,2021,,,,
PLDI,SIGPLAN Conference on Programming Language Design and Implementation,,,,,,Qualis 2017-2020,2021,,,,
PLOP,Conference on Pattern Languages of Programs,,,,,,Qualis 2017-2020,2021,,,,
PODC,ACM Symposium on Principles of Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
PODS,Symposium on Principles of Database Systems,,,,,,Qualis 2017-2020,2021,,,,
PoEM,IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling,,,,,,Qualis 2017-2020,2021,,,,
POPL,Symposium on Principles of Programming Languages,,,,,,Qualis 2017-2020,2021,,,,
POST,International Conference on Principles of Security and Trust,,,,,,Qualis 2017-2020,2021,,,,
PP,SIAM Conference on Parallel Processing for Scientific Computing,,,,,,Qualis 2017-2020,2021,,,,
PPAM,International Conference on Parallel Processing and Applied Mathematics,,,,,,Qualis 2017-2020,2021,,,,
PPDP,International Symposium on Principles and Practice of Declarative Programming,,,,,,Qualis 2017-2020,2021,,,,
PPOPP,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,,,,,,Qualis 2017-2020,2021,,,,
PPSN,International Conference on Parallel Problem Solving from Nature,,,,,,Qualis 2017-2020,2021,,,,
PRDC,Pacific Rim International Symposium on Dependable Computing,,,,,,Qualis 2017-2020,2021,,,,
PredictGIS,International Workshop on Prediction of Human Mobility,,,,,,Qualis 2017-2020,2021,,,,
PRIMA,nternational Conference on Principles and Practice of Multi-Agent Systems,,,,,,Qualis 2017-2020,2021,,,,
PrivOn,"Workshop on Society, Privacy and the Semantic Web",,,,,,Qualis 2017-2020,2021,,,,
PROFES,International Conference on Product-Focused Software Process Improvement,,,,,,Qualis 2017-2020,2021,,,,
PROMISE,International Conference on Predictive Models and Data Analytics in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
PROPOR,International Conference on Computational Processing of the Portuguese Language,,,,,,Qualis 2017-2020,2021,,,,
PSB,Pacific Symposium on Biocomputing,,,,,,Qualis 2017-2020,2021,,,,
PSCC,Power Systems Computation Conference,,,,,,Qualis 2017-2020,2021,,,,
PST,"International Conference on Privacy, Security and Trust",,,,,,Qualis 2017-2020,2021,,,,
Q2SWinet,ACM Symposium on QoS and Security for Wireless and Mobile Networks,,,,,,Qualis 2017-2020,2021,,,,
QoMEX,International Workshop on Quality of Multimedia Experience,,,,,,Qualis 2017-2020,2021,,,,
QUATIC,International Conference on Quality of Information and Communications Technology,,,,,,Qualis 2017-2020,2021,,,,
RADECS,European Conference on Radiation and its Effects on Components and Systems,,,,,,Qualis 2017-2020,2021,,,,
RAHA,IEEE Internacional Conference on Robotics and Automation for Humanitarian Applications,,,,,,Qualis 2017-2020,2021,,,,
RAID,"International Symposium on Research in Attacks, Intrusions, and Defenses",,,,,,Qualis 2017-2020,2021,,,,
RANLP,International Conference on Recent Advances in Natural Language Processing,,,,,,Qualis 2017-2020,2021,,,,
RCAR,IEEE International Conference on Real-time Computing and Robotics,,,,,,Qualis 2017-2020,2021,,,,
RCIS,International Conference on Research Challenges in Information Science,,,,,,Qualis 2017-2020,2021,,,,
RE,IEEE International Requirements Engineering Conference,,,,,,Qualis 2017-2020,2021,,,,
REBLS,Workshop on Reactive and Event-Based Languages and Systems,,,,,,Qualis 2017-2020,2021,,,,
RECOMB,International Conference on Research in Computational Molecular Biology,,,,,,Qualis 2017-2020,2021,,,,
RECONFIG,International Conference on Reconfigurable Computing and FPGAs,,,,,,Qualis 2017-2020,2021,,,,
RECOSOC,International Symposium on Reconfigurable Communication-centric Systems-on-Chip,,,,,,Qualis 2017-2020,2021,,,,
RECSYS,ACM Conference on Recommender Systems,,,,,,Qualis 2017-2020,2021,,,,
REFSQ,International Working Conference on Requirements Engineering: Foundations for Software Quality,,,,,,Qualis 2017-2020,2021,,,,
RICE,International Conference on Research in Intelligent and Computing in Engineering,,,,,,Qualis 2017-2020,2021,,,,
RITA,International Conference on Robot Intelligence Technology and Applications,,,,,,Qualis 2017-2020,2021,,,,
RO-MAN,IEEE International Symposium on Robot and Human Interactive Communication,,,,,,Qualis 2017-2020,2021,,,,
ROBIO,IEEE International Conference on Robotics and Biomimetics,,,,,,Qualis 2017-2020,2021,,,,
ROBOCUP,Robocup International Symposium,,,,,,Qualis 2017-2020,2021,,,,
RoboSoft,IEEE International Conference on Soft Robotics,,,,,,Qualis 2017-2020,2021,,,,
ROBOT,Iberian Robotics Conference,,,,,,Qualis 2017-2020,2021,,,,
RoMoCo,International Workshop on Robot Motion and Control,,,,,,Qualis 2017-2020,2021,,,,
ROOTS,Reversing and Offensive-Oriented Trends Symposium,,,,,,Qualis 2017-2020,2021,,,,
ROSE,IEEE International Symposium on Robotic and Sensors Environments,,,,,,Qualis 2017-2020,2021,,,,
RSP,IEEE International Symposium on Rapid System Prototyping,,,,,,Qualis 2017-2020,2021,,,,
RSS,Robotics: Science and Systems,,,,,,Qualis 2017-2020,2021,,,,
RTAS,IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,,,,,,Qualis 2017-2020,2021,,,,
RTCSA,International Conference on Embedded and Real-Time Computing Systems and Applications,,,,,,Qualis 2017-2020,2021,,,,
RTIS,International Conference on Real Time Intelligent Systems,,,,,,Qualis 2017-2020,2021,,,,
RTSS,Real-Time Systems Symposium,,,,,,Qualis 2017-2020,2021,,,,
RuleML+RR,International Joint Conference on Rules and Reasoning,,,,,,Qualis 2017-2020,2021,,,,
S&P,IEEE Symposium on Security and Privacy,,,,,,Qualis 2017-2020,2021,,,,
SAC,ACM Symposium on Applied Computing,,,,,,Qualis 2017-2020,2021,,,,
SACI,IEEE International Symposium on Applied Computational Intelligence and Informatics,,,,,,Qualis 2017-2020,2021,,,,
SACMAT,ACM Symposium on Access Control Models and Technologies,,,,,,Qualis 2017-2020,2021,,,,
SACRYPT,Workshop on Selected Areas in Cryptography,,,,,,Qualis 2017-2020,2021,,,,
SAFECOMP,"International Conference on Computer Safety, Reliability, and Security",,,,,,Qualis 2017-2020,2021,,,,
SAMOS,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation",,,,,,Qualis 2017-2020,2021,,,,
SANER,"IEEE International Conference on Software Analysis, Evolution and Reengineering",,,,,,Qualis 2017-2020,2021,,,,
SARNOFF,IEEE Sarnoff Symposium,,,,,,Qualis 2017-2020,2021,,,,
SAS,IEEE Sensors Applications Symposium,,,,,,Qualis 2017-2020,2021,,,,
SAST,Brazilian Symposium on Systematic and Automated Software Testing,,,,,,Qualis 2017-2020,2021,,,,
SAT,International Conference on Theory and Applications of Satisfiability Testing,,,,,,Qualis 2017-2020,2021,,,,
SBAC-PAD,International Symposium on Computer Architecture and High Performance Computing,,,,,,Qualis 2017-2020,2021,,,,
SBACPADW,International Symposium on Computer Architecture and High Performance Computing Workshop,,,,,,Qualis 2017-2020,2021,,,,
SBAI,Simpósio Brasileiro de Automação Inteligente,,,,,,Qualis 2017-2020,2021,,,,
SBBD,Simpósio Brasileiro de Banco de Dados,,,,,,Qualis 2017-2020,2021,,,,
SBCARS,"Brazilian Symposium on Components, Architectures and Reuse Software",,,,,,Qualis 2017-2020,2021,,,,
SBCAS,Simpósio Brasileiro de Computação Aplicada à Saúde,,,,,,Qualis 2017-2020,2021,,,,
SBCCI,Symposium on Integrated Circuits and Systems Design,,,,,,Qualis 2017-2020,2021,,,,
SBCM,Simpósio Brasileiro de Computação Musical,,,,,,Qualis 2017-2020,2021,,,,
SBCUP,Simpósio Brasileiro de Computação Ubíqua e Pervasiva,,,,,,Qualis 2017-2020,2021,,,,
SBES,Brazilian Symposium on Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
SBESC,Brazilian Symposium on Computing Systems Engineering,,,,,,Qualis 2017-2020,2021,,,,
SBGAMES,Simpósio Brasileiro de Jogos e Entretenimento Digital,,,,,,Qualis 2017-2020,2021,,,,
SBIAGRO,Congresso Brasileiro de Agroinformática,,,,,,Qualis 2017-2020,2021,,,,
SBIE,Simpósio Brasileiro de Informática na Educação,,,,,,Qualis 2017-2020,2021,,,,
SBLP,Brazilian Symposium on Programming Languages,,,,,,Qualis 2017-2020,2021,,,,
SBMF,Brazilian Symposium on Formal Methods,,,,,,Qualis 2017-2020,2021,,,,
SBMICRO,Symposium on Microelectronics Technology and Devices,,,,,,Qualis 2017-2020,2021,,,,
SBPO,Simpósio Brasileiro de Pesquisa Operacional,,,SOBRAPO,CE-ACO Relevante 2024,,Qualis 2017-2020,2021,,,,
SBQS,Simpósio Brasileiro de Qualidade de Software,,,,,,Qualis 2017-2020,2021,,,,
SBRC,Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,,,,,Qualis 2017-2020,2021,,,,
SBrT,Simpósio Brasileiro de Telecomunicações e Processamento de Sinais,,,,,,Qualis 2017-2020,2021,,,,
