Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Anais,Anais Link,GS Link,DBLP Link
GECCO,Genetic and Evolutionary Computation Conference,,Conference on Genetic and Evolutionary Computation|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,pQVER_ii7sMJ,gecco
GECON,"International Conference on Economics of Grids, Clouds, Systems and Services",,,,,,,,,
GEFI,Global Experimentation for Future Internet,,,,,,,,,
GEM,"IEEE Games, Entertainment, Media Conference",,nan,,Top20,CE-JOGOS,,nan,,gamesem
GeoAI,International Workshop on AI for Geographic Knowledge Discovery,,nan,,Recommended,CE-Geoinformatica,,nan,,geoai
GEOBIA,Geographic Object-based Image Analysis,,Geographic Object-based Image Analysis (GEOBIA)|nan,,Top20,CE-Geoinformatica,,nan,,
GEOINFO,Brazilian Symposium on GeoInformatics,,Brazilian Symposium on Geoinformatics|nan,,Recommended,CE-BD,,nan,,geoinfo
GeoPROCESSING-IARIA,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",,,,,,,,,
GeoSim,International Workshop on Geospatial Simulation,,nan,,Recommended,CE-Geoinformatica,,nan,,geosim
GI,Graphics Interface Conference,,Graphics Interface|nan,,Recommended,CE-GRAPI|CE-IHC|CE-RV,,nan,,graphicsinterface
GIIS,Global Information Infrastructure and Networking Symposium,,,,,,,,,
GIR,Workshop on Geographic Information Retrieval,,nan,,Top20,CE-Geoinformatica,,nan,,gir
GIScience,International Conference on Geographic Information Science,,nan,,Top10,CE-Geoinformatica,,nan,_va3nqyJpWMJ,giscience
GLOBALSIP,Global Conference on Signal and Information Processing,,,,,,,,,
GLOBECOM,IEEE Global Communications Conference,,nan,,Top10,CE-RESD,,nan,pZS97tVVUCgJ,globecom
GLSVLSI,Great Lakes Symposium on VLSI,,nan,,Recommended,CE-CCI,,nan,pmoNNwZxCvUJ,glvlsi
GPC,International Conference on Grid And Pervasive Computing,,,,,,,,,
GPCE,ACM International Conference on Generative Programming: Concepts and Experiences,,Generative Programming: Concepts and Experiences|nan,,Top20,CE-ES|CE-LP,,nan,,gpce
GRAPP,International Conference on Computer Graphics Theory and Applications,,nan,,Top20,CE-GRAPI|CE-RV,,nan,ulaSNA5ZgjEJ,grapp
GreenCom,IEEE International Conference on Green Computing and Communications,,nan,,Recommended,CE-RESD,,nan,,greencom
GROUP,International Conference on Supporting Group Work,,GROUP - International Conference on Supporting Group Work|nan,,Top10,CE-SC,,nan,,
GVIZ,Workshop on New Directions in Geovisual Analytics,,nan,,Recommended,CE-Geoinformatica,,nan,,
GWN,International Global Wordnet Conference,,,,,,,,,
HAIS,International Conference on Hybrid Artificial Intelligence Systems,,,,,,,,,
HAPTICS,IEEE Haptics Symposium,,Conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems|World Haptics Conference (WHC)|nan,,Recommended,CE-IHC|CE-RV,,nan,,haptics
HASE,IEEE International Symposium on High Assurance Systems Engineering,,IEEE High Assurance Systems Engineering Symposium|nan,,Top20,CE-TF,,nan,EhHHXze7CIMJ,hase
HCOMP,AAAI Conference on Human Computation and Crowdsourcing,,AAAI Conference on Human Computation & Crowdsourcing|Conference on Human Computation and Crowdsourcing|nan,,Recommended,CE-IHC|CE-SC|CE-SI,,nan,,hcomp
HCSE,International Conference on Human-Centered Software Engineering,,International Working Conference on Human-Centered Software Engineering|nan,,Recommended,CE-IHC,,nan,,hcse
HEALTHCOM,"IEEE International Conference on E-health Networking, Application & Services",,nan,,Recommended,CE-RESD,,nan,MfW4vBJSWVEJ,healthcom
HEALTHINF,International Conference on Health Informatics,,nan,,Top20,CE-CAS,,nan,kQsANTx_InUJ,biostec
HEALTHINFO,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",,,,,,,,,
HICSS,Hawaii International Conference on System Sciences,,nan,,Recommended,CE-ES|CE-IHC|CE-SC|CE-SI,,nan,6wBd043QhTIJ,hicss
HILDA,Workshop on Human-In-the-Loop Data Analytics,,,,,,,,,
HIMS,International Conference on Health Informatics and Medical Systems,,,,,,,,,
HIPC,IEEE International Conference on High Performance Computing,,nan,,Top20,CE-ACPAD,,nan,rjLGlFQoqI8J,hipc
HIS,International Conference on Hybrid Intelligent Systems,,nan,,Recommended,CE-IC,,nan,hF3Mhj6UPToJ,his
HM,International Workshop on Hybrid Metaheuristics,,,,,,,,,
HOST,IEEE International Symposium on Hardware Oriented Security and Trust,,IEEE International Symposium on Hardware-Oriented Security and Trust|nan,,Recommended,CE-SEG,,nan,_3T_r4GbfNcJ,host
HOTNETS,ACM Workshop on Hot Topics in Networks,,nan,,Top20,CE-RESD,,nan,wWkh60cbs_oJ,hotnets
HPCA,IEEE International Symposium on High Performance Computer Architecture,,nan,,Top10,CE-ACPAD,,nan,oRj0q6yVVdsJ,hpca
HPCC,International Conference on High Performance Computing and Communications,,nan,,Top20,CE-ACPAD,,nan,5z01YqRLwlYJ,hpcc
HPCS,International Conference on High Performance Computing & Simulation,,nan,,Recommended,CE-ACPAD,,nan,BegUMfxqGy4J,ieeehpcs
HPDC,International Symposium on High Performance Distributed Computing,,nan,,Recommended,CE-ACPAD|CE-RESD,,nan,VcBBCUw4gmMJ,hpdc
HPSR,IEEE High Performance Switching and Routing,,,,,,,,,
HRI,ACM/IEEE International Conference on Human Robot Interaction,,ACM International Conference on Human Robot Interaction|nan,,Top20,CE-IHC|CE-R|CE-RV,,nan,ywdGSlWdBhkJ,hri
HS,Haskell Symposium,,nan,,Recommended,CE-LP,,nan,,haskell
HSCC,International Conference on Hybrid Systems: Computation and Control,,,,,,,,,
HT,ACM Conference on Hypertext and Social Media,,ACM Conference on Hypertext and Hypermedia|nan,,Recommended,CE-IHC|CE-SI,,nan,U4LFuNlM8GMJ,ht
Humanoids,IEEE RAS International Conference on Humanoid Robot,,nan,,Top10,CE-R,,nan,cvOaqvRdsZQJ,
Hypertext,ACM Conference on Hypertext and Hypermedia,,nan,,Top10,CE-WEBMEDIA,,nan,U4LFuNlM8GMJ,ht
i-SAIRAS,"International Symposium on Artificial Intelligence, Robotics and Automation in Space",,,,,,,,,
I/ITSEC,"Interservice/Industry Training, Simulation & Education Conference",,nan,,Recommended,CE-RV,,nan,,
I2MTC,IEEE International Instrumentation and Measurement Technology Conference,,,,,,,,,
I3D,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,,ACM Symposium on Interactive 3D Graphics and Games|Symposium on Interactive 3D Graphics|nan,,Top20,CE-GRAPI|CE-RV,,nan,,si3d
IAAI,International Conference of the Italian Association for Artificial Intelligence,,,,,,,,,
IAS,Industry Applications Society Annual Meeting,,nan,,Recommended,CE-SI,,nan,,ias
IAV,IFAC Symposium on Intelligent Autonomous Vehicles,,,,,,,,,
IBERAMIA,Ibero-American Conference on Artificial Intelligence,,,,,,,,,
IBERCHIP,Workshop Iberchip,,IBERCHIP Workshop,,Recommended,CE-CCI,,nan,,
IC2E,IEEE International Conference on Cloud Engineering,,,,,,,,,
IC3K,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,nan,,Recommended,CE-BD|CE-SI,,nan,vt63wi0KkScJ,ic3k
ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,,nan,,Recommended,CE-TF,,nan,SrrjCUAZeRcJ,ica3pp
ICAART,International Conference on Agents and Artificial Intelligence,,,,,,,,,
ICAI,International Conference on Applied Informatics,,,,,,,,,
ICAISC,International Conference on Artificial Intelligence and Soft Computing,,,,,,,,,
ICAIWC,International Conference on Artificial Intelligence,,,,,,,,,
ICALP,"International Colloquium on Automata, Languages, and Programming",,nan,,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=-jyI22RzDikJ.2024,https://dblp.org/db/conf/icalp/index.html
ICALT,IEEE International Conference on Advanced Learning Technologies,,nan,,Recommended,CE-IE|CE-IHC,,nan,-QH-Ge-vaUsJ,icalt
ICANN,International Conference on Artificial Neural Networks,,nan,,Top20,CE-IC,,nan,Tt40B1pBgEEJ,icann
ICAPS,International Conference on Automated Planning and Scheduling,,nan,,Top10,CE-IA,,nan,Mr2FEgodZ4QJ,icaps
ICAR,International Conference on Advanced Robotics,,nan,,Recommended,CE-RV,,nan,QTCI2sX39qUJ,icar
ICARA,"International Conference on Automation, Robotics and Applications",,,,,,,,,
ICARM,International Conference on Advanced Robotics and Mechatronics,,nan,,Recommended,CE-R,,nan,2ZThoUFv558J,
ICAROB,International Conference on Artificial Life and Robotics,,nan,,Recommended,CE-R,,nan,,
ICARSC,IEEE International Conference on Autonomous Robot Systems and Competitions,,nan,,Recommended,CE-R,,nan,heT8SiJEaWsJ,
ICARV,"International Conference on Control, Automation, Robotics and Vision",,,,,,,,,
ICAS-IARIA,IARIA International Conference on Autonomic and Autonomous Systems,,,,,,,,,
ICASSP,"IEEE International Conference on Acoustics, Speech and Signal Processing",,"International Conference on Acoustics, Speech and Signal Processing|International Conference on Acoustics, Speech, and Signal Processing|nan",,Recommended,CE-CM|CE-GRAPI|CE-RV|CE-WEBMEDIA,,nan,HHC6AUo36fEJ,icassp
ICB,International Conference on Biometrics,,IAPR International Conference on Biometrics|nan,,Top10,CE-GRAPI,,nan,,icb
ICBC,IEEE International Conference on Blockchain and Cryptocurrency,,EEE International Conference on Blockchain and Cryptocurrency|nan,,Recommended,CE-RESD|CE-SEG|CE-TF,,nan,Hh3XGFymILkJ,icbc2
ICBIP,International Conference on Biomedical Signal and Image Processing,,,,,,,,,
ICBK,International Conference on Big Knowledge,,,,,,,,,
ICBL,International Conference on Interactive Collaborative and Blended Learning,,,,,,,,,
ICC,IEEE International Conference on Communications,,nan,,Recommended,CE-ESC|CE-RESD,,nan,RIbmH16J7yoJ,icc
ICCA,IEEE International Conference on Control and Automation,,nan,,Recommended,CE-R,,nan,3EfEMUAKK7wJ,
ICCABS,International Conference on Computational Advances in Bio and Medical Sciences,,nan,,Top20,CE-BioComp,,nan,QQeDv53tlF0J,
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,,IEEE/ACM International Conference on Computer-Aided Design,,Top10,CE-CCI,,nan,4CNgrChSeFwJ,iccad
ICCAR,"International Conference on Control, Automation and Robotics",,nan,,Recommended,CE-R,,nan,VHOTIHOcvjcJ,
ICCC,International Conference on Computational Creativity,,,,,,,,,
ICCCBE,International Conference on Computing in Civil and Building Engineering,,,,,,,,,
ICCCN,International Conference on Computer Communications and Networks,,nan,,Recommended,CE-RESD,,nan,DstJkgVOjywJ,icccn
ICCD,International Conference on Computer Design,,IEEE International Conference on Computer Design|nan,,Top20,CE-CCI|CE-ESC,,nan,gt4MHCWp_ckJ,iccd
ICCDCS,"International Caribbean Conference on Devices, Circuits and Systems",,,,,,,,,
ICCE-EDU,International Conference on Computers in Education,,nan,,Recommended,CE-IE,,nan,,icce
iCCECE,"International Conference on Computing, Electronics & Communications Engineering",,,,,,,,,
ICCHP,International Conference on Computers Helping People with Special Needs,,nan,,Recommended,CE-IHC,,nan,W0UcbMjBS4MJ,icchp
ICCL2,International Conference on Computational Logistics,,,,,,,,,
ICCP,IEEE International Conference on Intelligent Computer Communication and Processing,,,,,,,,,
ICCPR,International Conference on Computing and Pattern Recognition,,,,,,,,,
ICCPS,International Conference on Cyber-Physical Systems,,"ACM/IEEE International Conference on Cyber-Physical Systems, ICCPS 2024",,Top20,CE-ESC,,nan,GtwA7m_XqZUJ,iccps
ICCS,International Conference on Computational Science,,nan,,Recommended,CE-ACPAD,,nan,,iccS
ICCSA,International Conference on Computational Science and Its Applications,,,,,,,,,
ICCSPA,"International Conference on Communications, Signal Processing, and their Applications",,,,,,,,,
ICCStr,International Conference on Conceptual Structures,,,,,,,,,
ICCTCC,"International Conference on Computability Theory, Computability and Complexity",,nan,,Top20,CE-L,,nan,,
ICCV,IEEE International Conference on Computer Vision,,nan,,Recommended,CE-GRAPI|CE-RV,,nan,Umlb1kMURG4J,iccv
ICCVW,IEEE International Conference on Computer Vision Workshops,,IEEE International Conference on Computer Vision Workshops (ICCVW)|nan,,Top10,CE-GRAPI|CE-RV,,nan,1h7Rot6-J5EJ,iccvw
ICCW,IEEE International Conference on Communications Workshops,,,,,,,,,
ICDAR,International Conference on Document Analysis and Recognition,,nan,,Recommended,CE-GRAPI,,nan,HF-0Hiax7t8J,icdar
ICDCN,International Conference on Distributed Computing and Networking,,International Conference of Distributed Computing and Networking|nan,,Recommended,CE-RESD|CE-TF,,nan,oN_amMDfj5sJ,icdcn
ICDCS,International Conference on Distributed Computing Systems,,IEEE International Conference on Distributed Computing Systems|nan,,Top10,CE-RESD|CE-TF,,nan,CiHz08Ia1nsJ,icdcs
ICDCSW,International Conference on Distributed Computing Systems Workshops,,nan,,Recommended,CE-TF,,nan,iYMCTRkCEn4J,icdcs
ICDE,IEEE International Conference on Data Engineering,,International Conference on Data Engineering,,Top10,CE-BD,,nan,,icde
ICDF,IFIP International Conference on Digital Forensics,,nan,,Recommended,CE-SEG,,nan,-4oZh5Q9EIcJ.2019 (https://scholar.google.com/scholar?hl=pt-BR,ifip11-9
ICDIM,International Conference on Digital Information Management,,nan,,Recommended,CE-SI,,nan,,icdim
ICDIP,International Conference on Digital Image Processing,,nan,,Recommended,CE-GRAPI,,nan,Zv1cF-tcqjsJ,icdip
ICDL-EpiRob,IEEE International Conference on Development and Learning and Epigenetic Robotics,,nan,,Recommended,CE-R,,nan,,
ICDM,IEEE International Conference on Data Mining,,IEEE International Conference on Data Mining (ICDM)|nan,,Recommended,CE-BD|CE-IC,,nan,A0l3VPFKwDYJ,icdm
ICDMW,IEEE International Conference on Data Mining Workshop,,,,,,,,,
ICDT,International Conference on Database Theory,,nan,,Top20,CE-BD,,nan,,icdt
ICE-CCN,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",,nan,,Recommended,CE-CCI,,nan,,
ICEBE,IEEE International Conference on e-Business Engineering,,,,,,,,,
ICEC,IFIP International Conference on Entertainment Computing,,nan,,Top10,CE-JOGOS,,nan,,iwec
ICECS,"IEEE International Conference on Electronics, Circuits and Systems",,nan,,Recommended,CE-ACPAD|CE-CCI|CE-ESC,,nan,9Io6PPD79ysJ,icecsys
ICEDEG,International Conference on eDemocracy & eGovernment,,,,,,,,,
ICEGOV,International Conference on Theory and Practice of Eletronic Governance,,nan,,Recommended,CE-SI,,nan,CvhnNEBhA8sJ,icegov
ICEIS,International Conference on Enterprise Information Systems,,International Conference on Enterprise Information Systems (ICEIS)|nan,,Recommended,CE-BD|CE-ES|CE-IHC|CE-SI,,nan,zsGWp1QJr3AJ,iceis
ICER,International Computing Education Research,,ACM Conference on International Computing Education Research|International Computing Education Research (ICER)|International Computing Education Research Conference|nan,,Top10,CE-EDUCOMP|CE-IE|CE-RV,,nan,v0xCU4OEvKUJ,icer
ICERI,"International Conference of Education, Research and Innovation",,,,,,,,,
ICFCA,International Conference on Formal Concept Analysis,,,,,,,,,
ICFEM,International Conference on Formal Engineering Methods,,nan,,Top10,CE-MF,,nan,LIYEKQ4Mf5YJ,
ICFHR,International Conference on Frontiers in Handwriting Recognition,,,,,,,,,
ICFNDS,International Conference on Future Networks and Distributed Systems,,,,,,,,,
ICFP,International Conference on Functional Programming,,ACM SIGPLAN International Conference on Functional Programming|nan,,Top10,CE-L|CE-LP,,nan,uAiqErfInCIJ,icfp
ICGI,International Conference on Grammatical Inference,,,,,,,,,
ICGJ,"International Conference on Game Jams, Hackathons, and Game Creation Events",,,,,,,,,
ICGSE,IEEE International Conference on Global Software Engineering,,nan,,Recommended,CE-ES,,nan,,icgse
ICGT,International Conference on Graph Transformation,,International Conference on Graph Transformations|nan,,Top20,CE-ACO|CE-MF,,nan,,gg
ICHI,IEEE International Conference on Healthcare Informatics,,nan,,Top10,CE-CAS,,nan,B2gupySN5PsJ,ichi
ICIAP,International Conference on Image Analysis and Processing,,nan,,Top20,CE-GRAPI,,nan,KC9Tb2aNScwJ,iciap
ICIAR,International Conference on Image Analysis and Recognition,,,,,,,,,
ICIC,International Conference on Intelligent Computing,,,,,,,,,
ICICS,International Conference on Information and Communications Security,,nan,,Recommended,CE-SEG,,nan,PlU5605zcRkJ,icics
ICICT,International Conference on Information and Computer Technologies,,,,,,,,,
ICIDS,International Conference on Interactive Digital Storytelling,,nan,,Top10,CE-JOGOS,,nan,,icids
ICIIECS,"International Conference on Innovations in Information, Embedded and Communication Systems",,nan,,Recommended,CE-ESC,,nan,j_CZ9hAXkzIJ,
ICINCO,"International Conference on Informatics in Control, Automation and Robotics",,nan,,Recommended,CE-R,,nan,hedKTD2-CbAJ,
ICIOT,International Conference on the Internet of Things,,,,,,,,,
ICIP,IEEE International Conference on Image Processing,,nan,,Recommended,CE-GRAPI|CE-RV,,nan,a9ZSGA40nccJ,icip
ICIRA,International Conference on Intelligent Robotics and Applications,,nan,,Recommended,CE-R,,nan,zwftP5XWkKIJ,
ICIS,International Conference on Information Systems,,IEEE/ACIS International Conference on Computer and Information Science ICIS|nan,,Recommended,CE-BD|CE-ES|CE-SI,,nan,hL4tvEz50McJ,icis
ICISC,International Conference on Information Security and Cryptology,,nan,,Recommended,CE-SEG,,nan,MSHaZsrVGwsJ,icisc
ICISO,International Conference on Informatics and Semiotics in Organisations,,IFIP International Conference on Informatics and Semiotics in Organisations|nan,,Recommended,CE-IHC,,nan,,iciso
ICISS,International Conference on Information Systems Security,,nan,,Recommended,CE-SEG,,nan,p8h6FO7flgIJ.2021 (https://scholar.google.com/scholar?hl=pt-BR,iciss
ICIST,International Conference on Information and Software Technologies,,,,,,,,,
ICIT,IEEE International Conference on Industrial Technology,,International Conference on Information Technology|nan,,Recommended,CE-SI,,nan,LumpKNGPVQMJ,icit
ICITS,International Conference on Information Theoretic Security,,International Conference on Information Technology & Systems|nan,,Recommended,CE-SI,,nan,DX1aBBbAiv8J,
ICITST,International Conference for Internet Technology and Secured Transactions,,,,,,,,,
ICIVC,"International Conference on Image, Vision and Computing",,,,,,,,,
ICL,International Conference on Interactive Collaborative Learning,,,,,,,,,
ICLP,International Conference on Logic Programming,,nan,,Top10,CE-L,,nan,,iclp
ICLR,International Conference on Learning Representations,,nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,0032SoU2xY4J,iclr
ICM,International Conference on Microelectronics,,nan,,Recommended,CE-CCI,,nan,Im4h2DUUqYEJ,icm2
ICMA,IEEE International Conference on Mechatronics and Automation,,nan,,Recommended,CE-R,,nan,jeVF5tN0JH4J,
ICMC,International Computer Music Conference,,nan,,Top10,CE-CM,,nan,,
ICMCR,"International Conference on Mechatronics, Control and Robotics",,nan,,Recommended,CE-R,,nan,,
ICME,IEEE International Conference on Multimedia and Expo,,International Conference on Multimedia and Expo|nan,,Top10,CE-GRAPI|CE-RV|CE-WEBMEDIA,,nan,xYXdFLRJbCMJ,icmcs
ICMEW,IEEE International Conference on Multimedia and Expo Workshops,,nan,,Recommended,CE-RV|CE-WEBMEDIA,,nan,Nb-CRah8-lcJ,icmcs
ICMI,ACM International Conference on Multimodal Interfaces,,ACM International Conference on Multimodal Interaction|International Conference on Multimodal Interfaces|nan,,Top20,CE-IHC|CE-RV,,nan,FeNM07eYolwJ,icmi
ICMIS,International Conference on Mathematics & Information Science,,,,,,,,,
ICML,International Conference on Machine Learning,,International Conference on Machine Learning (ICML)|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,wL2oxc9mT4YJ,icml
ICMLA,IEEE International Conference on Machine Learning and Applications,,International Conference on Machine Learning and Applications|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,jv1gvzv4-LgJ,icmla
ICMLC,International Conference on Machine Learning and Computing,,,,,,,,,
ICMPC,International Conference on Music Perception and Cognition,,nan,,Top20,CE-CM,,nan,,
ICMR,ACM International Conference on Multimedia Retrieval,,nan,,Top10,CE-GRAPI|CE-RV|CE-WEBMEDIA,,nan,_3Q9NfFmueMJ,mir
ICN-IARIA,IARIA International Conference on Networks,,,,,,,,,
ICNC,"International Conference on Computing, Networking and Communications",,nan,,Top20,CE-RESD,,nan,dHfyvFtXJEcJ,icnc
ICNC-FSKD,"International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",,,,,,,,,
ICNP,International Conference on Network Protocols,,nan,,Top20,CE-RESD,,nan,uhUmlwFgx3kJ,icnp
ICNSC,"IEEE International Conference on Networking, Sensing and Control",,,,,,,,,
ICOIN,International Conference on Information Networking,,nan,,Recommended,CE-RESD,,nan,5Xez39t0_4UJ,icoin
ICOMPWC,International Conference on Internet Computing and Internet of Things,,nan,,Recommended,CE-ESC,,nan,,
ICONIP,International Conference on Neural Information Processing,,nan,,Recommended,CE-IC,,nan,sz4vWIwy-_cJ,iconip
ICORES,International Conference on Operations Research and Enterprise Systems,,,,,,,,,
ICORR,IEEE International Conference on Rehabilitation Robotics,,,,,,,,,
ICPADS,International Conference on Parallel and Distributed Systems,,IEEE International Conference on Parallel and Distributed Systems|nan,,Recommended,CE-ACPAD|CE-TF,,nan,J2WvLRIhE6UJ,icpads
ICPC,International Conference on Program Comprehension,,IEEE International Conference on Program Comprehension,,Recommended,CE-ES,,nan,Q7aNVRgyGrYJ,iwpc
ICPE,International Conference on Performance Engineering,,ACM/SPEC International Conference on Performance Engineering,,Recommended,CE-ES|CE-ESC,,nan,nS824tflG3QJ,wosp
ICPME,"International Conference on Philosophy, Music and Emotion",,nan,,Recommended,CE-CM,,nan,,
ICPP,International Conference on Parallel Processing,,nan,,Recommended,CE-ACPAD|CE-TF,,nan,x2Xq7JEL5msJ,icpp
ICPR,International Conference on Pattern Recognition,,nan,,Recommended,CE-GRAPI|CE-IA|CE-RV,,nan,cVHg_1PrXPkJ,icpr
ICRA,IEEE International Conference on Robotics and Automation,,nan,,Top10,CE-GRAPI|CE-IA|CE-IC|CE-R|CE-RV,,nan,Z88T8Kej-9oJ,icra
ICRAE,International Conference on Robotics and Automation Engineering,,nan,,Recommended,CE-R,,nan,U0jXyBJv17EJ,
ICRC,IEEE International Conference on Rebooting Computing,,,,,,,,,
ICRES,International Conference on Robot Ethics and Standards,,,,,,,,,
ICS,International Conference on Supercomputing,,nan,,Top20,CE-ACPAD,,nan,3tXj5_VxBMkJ,ics
ICSC,International Conference on Semantic Computing,,International CSound Conference|nan,,Top20,CE-CM|CE-SI,,nan,xo4pTqxCvn8J,icsc
ICSE,International Conference on Software Engineering,,ACM International Conference on Software Engineering: Software Engineering Education and Training|ACM/IEEE International Conference on Software Engineering|nan,,Top20,CE-EDUCOMP|CE-ES,,nan,yIZ19I9U66oJ,icse
ICSEA-IARIA,IARIA International Conference on Software Engineering Advances,,,,,,,,,
ICSESS,International Conference on Software Engineering and Service Science,,,,,,,,,
ICSEW,International Conference on Software Engineering Workshops,,,,,,,,,
ICSI,International Conference on Swarm Intelligence,,,,,,,,,
ICSIP,IEEE International Conference on Signal and Image Processing,,,,,,,,,
ICSLE,International Conference on Smart Learning Environments,,nan,,Recommended,CE-IE,,nan,,icsle
ICSME,IEEE International Conference on Software Maintenance and Evolution,,IEEE International Conference on Software Maintenance and Evolution,,Top10,CE-ES,,nan,rYWnDlpKBukJ,icsm
ICSOB,International Conference on Software Business,,nan,,Recommended,CE-ES|CE-SI,,nan,lySJ7rWrE4EJ,icsob
ICSOC,International Conference on Service Oriented Computing,,,,,,,,,
ICSOFT,International Conference on Software Technologies,,International Joint Conference on Software Technologies (ICSOFT)|nan,,Recommended,CE-BD|CE-ES,,nan,3zneIArE2G0J,icsoft
ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System",,nan,,Recommended,CE-ESC,,nan,tS8iHNcH760J,
ICSR,International Conference on Software Reuse,,nan,,Recommended,CE-ES,,nan,,icsr
ICST,International Conference on Sensing Technology,,,,,,,,,
ICSTV,"IEEE International Conference on Software Testing, Verification and Validation",,"IEEE International Conference on Software Testing, Verification and Validation (ICST)",,Recommended,CE-ES,,nan,DQUq5mthvPAJ,icst
ICSTW,"IEEE International Conference on Software Testing, Verification and Validation Workshops",,,,,,,,,
ICT,International Conference on Telecommunications,,IEEE International Conference on Telecommunications|nan,,Recommended,CE-ESC|CE-RESD,,nan,rka9NFgR5UwJ,ict
ICTAC,International Colloquium on Theoretical Aspects of Computing,,nan,,Top20,CE-L|CE-MF,,nan,foujqxJmEBEJ,ictac
ICTAI,IEEE International Conference on Tools with Artificial Intelligence,,IEEE International Conference on Artificial Intelligence Tools|International Conference on Tools with Artificial Intelligence|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,7SUUxQF2w2cJ,ictai
ICTC,International Conference on Information and Communication Technology Convergence,,,,,,,,,
ICTCS,Italian Conference on Theoretical Computer Science,,,,,,,,,
ICTIR,Conference on the Theory of Information Retrieval,,International Conference on the Theory of Information Retrieval,,Recommended,CE-BD,,nan,,ictir
ICTON,International Conference on Transparent Optical Networks,,,,,,,,,
ICTSS,IFIP International Conference on Testing Software and Systems,,International Conference on Testing Software and Systems|nan,,Recommended,CE-BD|CE-ES,,nan,,pts
ICUAS,International Conference on Unmanned Aircraft Systems,,nan,,Top10,CE-R|CE-RESD|CE-RV,,nan,P7JmirE2spgJ,
ICUMT,International Conference on Ultra Modern Telecommunications,,nan,,Recommended,CE-RESD,,nan,Lpmu4bd0tVsJ,icumt
ICVIIP,International Conference on Visualization: Imaging and Image Processing,,nan,,Recommended,CE-RV,,nan,,
ICVR,International Conference on Virtual Rehabilitation,,nan,,Top20,CE-CAS,,nan,rw5ieHT7BnMJ,
ICVRV,International Conference on Virtual Reality and Visualization,,,,,,,,,
ICVS,International Conference on Computer Vision Systems,,,,,,,,,
ICWE,International Conference on Web Engineering,,International Conference on Web Engineering (ICWE)|nan,,Top20,CE-ES|CE-SI|CE-WEBMEDIA,,nan,I8L8xmsrq2EJ,icwe
ICWL,International Conference on Web-Based Learning,,,,,,,,,
ICWN,International Conference on Wireless Networks,,,,,,,,,
ICWS,IEEE International Conference on Web Services,,IEEE International Conference on Web Services|International Conference on Web Services|nan,,Top20,CE-SI|CE-WEBMEDIA,,nan,UYzshLpmx2EJ,icws
ICWSM,International AAAI Conference on Web and Social Media,,International Conference on Web and Social Media|International Conference on Web and Social Media (ICWSM)|nan,,Recommended,CE-BD|CE-IA|CE-SC|CE-SI|CE-WEBMEDIA,,nan,eH4qSzdbVtwJ,icwsm
IDC,International Symposium on Intelligent Distributed Computing,,ACM Interaction Design and Children Conference|International Conference on Interaction Design and Children|International Conference on Interaction Design and Children (IDC)International Conference on Interaction Design and Children (ID|nan,,Top10,CE-IHC|CE-RV,,nan,6bHuP8hpZRIJ,acmidc
IDCS,International Conference on Internet and Distributed Computing Systems,,nan,,Recommended,CE-RESD,,nan,,idcs
IDEAS,International Database Engineering and Applications Symposium,,International Database Engineering & Applications Symposium,,Top20,CE-BD,,nan,,ideas
IEAAIE,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,,,,,,,,,
IECON,Annual Conference of the IEEE Industrial Electronics Society,,nan,,Recommended,CE-ESC|CE-R,,nan,j7dS7aP2eTEJ,iecon
IEEE IST,IEEE International Conference on Imaging Systems and Techniques,,IEEE International Workshop on Imaging Systems and Techniques|nan,,Recommended,CE-GRAPI,,nan,Q_PhJS0hr7sJ,ist
IEEE NANO,IEEE Conference on Nanotechnology,,nan,,Top20,CE-CCI,,nan,q_zVL_Uah5UJ,
IEEE VIS,IEEE Visualization,,IEEE Visualization Conference|nan,,Top10,CE-GRAPI|CE-RV,,nan,ISkzejISPjIJ,visualization
IEEECloudS,IEEE Cloud Summit,,,,,,,,,
IEEEISWC,IEEE International Symposium on Wearable Computers,,,,,,,,,
IEEENANO,International Conference on Nanotechnology,,,,,,,,,
IEEESCC,IEEE International Conference on Services Computing,,,,,,,,,
