Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
CDVE,2025,"International Conference on Cooperative Design, Visualization, and Engineering",,"CDVE - International Conference on Cooperative Design, Visualization, and Engineering|nan",,Top20,CE-SC,Qualis 2017-2020|SBC CE-2024,,,,
CEC,2025,IEEE Congress on Evolutionary Computation,,nan,,Top10,CE-GRAPI|CE-IA|CE-IC,Qualis 2017-2020|SBC CE-2024,,,ThxTsNVxvT8J,cec
CECC,2025,Central European Cybersecurity Conference,,,,,,Qualis 2017-2020,,,,
CELDA,2025,Cognition and Exploratory Learning in Digital Age,,nan,,Recommended,CE-IE,Qualis 2017-2020|SBC CE-2024,,,,iadiscelda
CENTERIS,2025,Conference on ENTERprise Information Systems,,International Conference on Enterprise Information Systems,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,centeris
CESI,2025,International Workshop on Conducting Empirical Studies in Industry,,,,,,Qualis 2017-2020,,,,
CF,2025,ACM International Conference on Computing Frontiers,,,,,,Qualis 2017-2020,,,,
CGI,2025,Computer Graphics International Conference,,nan,,Top20,CE-GRAPI,Qualis 2017-2020|SBC CE-2024,,,Eta5Rw7ikZgJ,cgi
CGO,2025,International Symposium on Code Generation and Optimization,,nan,,Top10,CE-LP,Qualis 2017-2020|SBC CE-2024,,,ol9-bwToVWEJ,cgo
CHASE,2025,International Workshop on Cooperative and Human Aspects of Software Engineering,,CHASE - International Workshop on Cooperative and Human Aspects of Software Engineering|nan,,Top20,CE-ES|CE-SC,Qualis 2017-2020|SBC CE-2024,,,,icse-chase
CHES,2025,Conference on Cryptographic Hardware and Embedded Systems,,Workshop on Cryptographic Hardware and Embedded Systems|nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,fxQZq2l4GcMJ,ches
CHI,2025,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,ACM Conference on Human Factors in Computing Systems|CHI - ACM Conference on Human Factors in Computing Systems|nan,,Top10,CE-IHC|CE-RV|CE-SC,Qualis 2017-2020|SBC CE-2024,,,6NNnGOq9_mAJ,chi
CHIIR,2025,Conference on Human Information Interaction and Retrieval,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,chiir
CHIPlay,2025,ACM SIGCHI Annual Symposium on Computer-Human Interaction in Play,,ACM Annual Symposium on Computer-Human Interaction in Play|nan,,Top10,CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,,chiplay
CIAC,2025,International Conference on Algorithms and Complexity,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,3cSHcC5AA7QJ,ciac
CIARP,2025,Iberoamerican Congress on Pattern Recognition,,nan,,Top20,CE-GRAPI,Qualis 2017-2020|SBC CE-2024,,,-G7ZDWMFougJ,ciarp
CIBCB,2025,IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology,,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology|nan,,Top10,CE-BioComp,Qualis 2017-2020|SBC CE-2024,,,ybNREko_Be0J,
CIbSE,2025,Conferencia Iberoamericana de Software Engineering,,Iberoamerican Conference on Software Engineering,,Top20,CE-ES,Qualis 2017-2020|SBC CE-2024,,cibse,Jh0oWyA5hnEJ,cibse
CIC,2025,International Conference on Collaboration and Internet Computing,,ACM International Conference on Collaboration and Internet Computing|nan,,Top20,CE-SC,Qualis 2017-2020|SBC CE-2024,,,,
CICC,2025,IEEE Custom Integrated Circuits Conference,,nan,,Recommended,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,yHnzH6ndKgwJ,cicc
CICLING,2025,International Conference on Intelligent Text Processing and Computational Linguistics,,nan,,Recommended,CE-PLN|CE-SI,Qualis 2017-2020|SBC CE-2024,,,,cicling
CIDI,2025,Congresso Internacional de Design da Informação,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,,
CIDM,2025,Symposium on Computational Intelligence and Data Mining,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,cidm
CIDR,2025,Biennial Conference on Innovative Data Systems Research,,nan,,Top10,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,cidr
CIG,2025,IEEE Conference on Computational Intelligence and Games,,nan,,Recommended,CE-IA,Qualis 2017-2020|SBC CE-2024,,,HU8fT-f-Q8YJ,cig
CIKM,2025,ACM International Conference on Information and Knowledge Management,,nan,,Top10,CE-BD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,V-IMg2OTpU8J,cikm
CILAMCE,2025,Iberian Latin American Congress on Computational Methods,,nan,,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,lPvkMWc1mQ8J,
CISCI,2025,"Conferencia Iberoamericana en Sistemas, Cibernética e Informática",,,,,,Qualis 2017-2020,,,,
CISIS,2025,"International Conference on Complex, Intelligent, and Software Intensive Systems",,,,,,Qualis 2017-2020,,,,
CISTI,2025,Iberian Conference on Information Systems and Technologies,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,8MjqfFw7-w4J,
CIT,2025,IEEE International Conference on Computer and Information Technology,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,cit
CITS,2025,"International Conference on Computer, Information, and Telecommunication Systems",,nan,,Recommended,CE-RESD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,FdZkG8N8jboJ,cits
CL,2025,Corpus Linguistics Conference,,nan,,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,,
CLAIO,2025,Latin-Ibero-American Conference on Operations Research,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,,
CLEF,2025,Conference and Labs of the Evaluation Forum,,nan,,Recommended,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,,clef
CLEI,2025,Conferencia Latinoamericana de Informática,,Conferencia Latinoamericana En Informatica|Conferencia Latinoamericana En Informatica (CLEI)|Conferencia Latinoamericana de Informática / Conferencia Latinoamericana En Informatica|Latin American Computing Conference|nan,,Recommended,CE-BD|CE-ES|CE-IHC|CE-RV|CE-SI,Qualis 2017-2020|SBC CE-2024,,,ThEGj_a76ZUJ,clei
CLIHC,2025,Latin American Conference on Human Computer Interaction,,nan,,Recommended,CE-IHC|CE-SC,Qualis 2017-2020|SBC CE-2024,,,zMtc1kMzzzIJ,clihc
CLOSER,2025,International Conference on Cloud Computing and Services Science,,nan,,Top20,CE-ACPAD|CE-BD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,hltkuBaF_uEJ,closer
CLOUD,2025,IEEE International Conference on Cloud Computing,,nan,,Recommended,CE-BD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,ioohKoS5imcJ,IEEEcloud
CloudCom,2025,IEEE International Conference on Cloud Computing Technology and Science,,"IEEE International Conference on Cloud Computing, Technology and Science|nan",,Recommended,CE-ACPAD|CE-BD|CE-RESD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,aNZ314HiR4YJ,cloudcom
CLOUDCOMPUTING-IARIA,2025,"IARIA International Conference on Cloud Computing, GRIDs, and Virtualization",,,,,,Qualis 2017-2020,,,,
CLOUDDB,2025,IEEE International workshop on Cloud data management,,,,,,Qualis 2017-2020,,,,
CloudNet,2025,IEEE International Conference on Cloud Networking,,nan,,Recommended,CE-RESD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,xDYTOighRhwJ,cloudnet
CLOUDTECH,2025,International Conference on Cloud Computing Technologies and Applications,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,cloudtech
CLUSTER,2025,IEEE International Conference on Cluster Computing,,nan,,Recommended,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,55hG19HkCfUJ,cluster
CMMR,2025,International Symposium on Computer Music Multidisciplinary Research,,nan,,Top10,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
CMN,2025,Congress on Numerical Methods in Engineering,,nan,,Recommended,CE-RV,Qualis 2017-2020|SBC CE-2024,,,,
CNMAC,2025,Congresso Nacional de Matemática Aplicada e Computacional,,nan,SBMAC,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,,
CNS,2025,IEEE Conference on Communications and Network Security,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,nZuTYevUj1wJ,cns
CNSM,2025,International Conference on Network and Service Management,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,D9Ngi53e3FUJ,cnsm
CoARCH,2025,Workshop On Computing Techniques For Spatio-Temporal Data in Archaeology And Cultural Heritage,,nan,,Recommended,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
COCOA,2025,International Conference on Combinatorial Optimization and Applications,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,xFmuhcLxNaUJ,cocoa
COCOON,2025,International Computing and Combinatorics Conference,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,nuQnbkFkrG0J,cocoon
CODASPY,2025,ACM Conference on Data and Application Security and Privacy,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,LWRwHw7mGBMJ,codaspy
CODES+ISS,2025,IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,,,,,,Qualis 2017-2020,,,,
COG,2025,IEEE Conference on Games,,nan,,Top10,CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,,cig
COGNISE,2025,International Workshop on Cognitive Aspects of Information Systems Engineering,,,,,,Qualis 2017-2020,,,,
COGSCI,2025,Annual Meeting of the Cognitive Science Society,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,e23jKy7NXr8J,cogsci
CogSIMA,2025,IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support,,,,,,Qualis 2017-2020,,,,
ColCACI,2025,IEEE Colombian Conference on Applications in Computational Intelligence,,,,,,Qualis 2017-2020,,,,
COLING,2025,International Conference on Computational Linguistics,,nan,,Top10,CE-IA|CE-PLN,Qualis 2017-2020|SBC CE-2024,,,6AfzgED5a7MJ,coling
CollaborateCom,2025,"International Conference on Collaborative Computing: Networking, Applications and Worksharing",,"International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)|nan",,Top20,CE-SC,Qualis 2017-2020|SBC CE-2024,,,,
CollabTech,2025,International Conference on Collaboration Technologies and Social Computing,,nan,,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,,collabtech
COLT,2025,Conference on Learning Theory,,nan,,Top20,CE-IA,Qualis 2017-2020|SBC CE-2024,,,z7sajJgd5jIJ,
CoMeSySo,2025,Computational Methods in Systems and Software,,,,,,Qualis 2017-2020,,,,
COMMA,2025,International Conference on Computational Models of Argument,,,,,,Qualis 2017-2020,,,,
COMPSAC,2025,IEEE Computer Software and Applications Conference,,"Annual International Computers, Software & Applications Conference|nan",,Recommended,CE-IHC,Qualis 2017-2020|SBC CE-2024,,,VV1RRR7eju4J,compsac
COMSNETS,2025,International Conference on Communication Systems & NetworkS,,International Conference on COMmunication Systems & NETworkS|nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,zHwZkHkaM2EJ,comsnets
COMSOC,2025,International Workshop on Computational Social Choice,,,,,,Qualis 2017-2020,,,,
CONCUR,2025,International Conference on Concurrency Theory,,nan,,Top20,CE-MF,Qualis 2017-2020|SBC CE-2024,,,wkpUPIDgNa4J,
CONEXT,2025,Conference on Emerging Network Experiment and Technology,,nan,,Top10,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,pj0-opwdew8J,conext
CONFIRM,2025,International Conference on Information Resources Management,,,,,,Qualis 2017-2020,,,,
CONISOFT,2025,International Conference in Software Engineering Research and Innovation,,,,,,Qualis 2017-2020,,,,
CoNLL,2025,Conference on Natural Language Learning,,Conference on Computational Natural Language Learning|nan,,Top10,CE-PLN|CE-SI,Qualis 2017-2020|SBC CE-2024,,,H7TUtVM_vm4J,conll
CONTECSI,2025,International Conference on Information Systems and Technology Management,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,
CONTEXT-BPM,2025,International Workshop on Context for Business Process Management,,,,,,Qualis 2017-2020,,,,
CONTROLO,2025,APCA International Conference on Automatic Control and Soft Computing,,,,,,Qualis 2017-2020,,,,
CoopIS,2025,International Conference on Cooperative Information Systems,,nan,,Recommended,CE-BD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,,coopis
CoRL,2025,Conference on Robot Learning,,nan,,Top10,CE-R,Qualis 2017-2020|SBC CE-2024,,,kWi-GfxuXpEJ,
COSIT,2025,International Conference on Spatial Information Theory,,nan,,Top10,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,g1IeG8tN8KAJ,cosit
COSN,2025,Conference on Online Social Networks,,,,,,Qualis 2017-2020,,,,
COURB,2025,Workshop of Urban Computing,,,,,,Qualis 2017-2020,,,,
CP,2025,International Conference on Principles and Practice of Constraint Programming,,nan,,Top20,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,S648KV_osZMJ,cp
CPM,2025,Annual Symposium on Combinatorial Pattern Matching,,,,,,Qualis 2017-2020,,,,
CPP,2025,International Conference on Certified Programs and Proofs,,ACM Symposium on Certified Programs and Proofs|nan,,Top20,CE-LP,Qualis 2017-2020|SBC CE-2024,,,kLPk-HmRGuYJ,cpp
CRIWG,2025,International Workshop on Groupware,,nan,,Recommended,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,DOUIAOEhqWUJ,criwg
CrownCom,2025,International Conference on Cognitive Radio Oriented Wireless Networks,,,,,,Qualis 2017-2020,,,,
CRV,2025,Canadian Conference on Computer and Robot Vision,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,F-LopY4ucWMJ,
CRYPTO,2025,International Cryptology Conference,,nan,,Top10,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,nqcB6RwzhMQJ,crypto
CSBC,2025,Congresso da Sociedade Brasileira de Computação,,nan,,Recommended,CE-BD|CE-IHC,Qualis 2017-2020|SBC CE-2024,,csbc,,
CSBIO,2025,International Conference on Computational Systems-Biology and Bioinformatics,,nan,,Top20,CE-BioComp,Qualis 2017-2020|SBC CE-2024,,,,
CSCL,2025,International Conference on Computer Supported Collaborative Learning,,CSCL - International Conference on Computer Supported Collaborative Learning|nan,,Top10,CE-IE|CE-SC,Qualis 2017-2020|SBC CE-2024,,,-QLNBBFyi_AJ,cscl
CSCN,2025,IEEE Conference on Standards for Communications and Networking,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,fRCvy-8x_TkJ,cscn
CSCW,2025,ACM Conference on Computer Supported Cooperative Work & Social Computing,,ACM Conference on Computer-Supported Cooperative Work & Social Computing|CSCW - ACM Conference on Computer Supported Cooperative Work & Social Computing|Conference on Computer Supported Cooperative Work|nan,,Top10,CE-IHC|CE-RV|CE-SC|CE-SI|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,kXowlNFROIgJ,cscw
CSCWD,2025,IEEE International Conference on Computer Supported Cooperative Work in Design,,CSCWD - IEEE International Conference on Computer Supported Cooperative Work in Design|nan,,Top10,CE-IHC|CE-SC,Qualis 2017-2020|SBC CE-2024,,,sdDHdOPrCVwJ,cscwd
CSDS,2025,Conference of the System Dynamics Society,,,,,,Qualis 2017-2020,,,,
CSE,2025,International Conference on Computational Science and Engineering,,nan,,Recommended,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,V3s-huB8LYEJ,cse
CSEDU,2025,International Conference on Computer Supported Education,,nan,,Top10,CE-EDUCOMP|CE-IE|CE-IHC,Qualis 2017-2020|SBC CE-2024,,,nzz9FASca4MJ,csedu
CSEE&T,2025,Conference on Software Engineering Education and Training,,nan,,Top20,CE-EDUCOMP|CE-ES|CE-IE,Qualis 2017-2020|SBC CE-2024,,,muJqO5o5bdUJ,csee
CSF,2025,IEEE Computer Security Foundations Symposium,,nan,,Top20,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,5Sz4yUnI16AJ,csfw
CSI-SE,2025,International Workshop on Crowdsourcing in Software Engineering,,,,,,Qualis 2017-2020,,,,
CSL,2025,Conference for Computer Science Logic,,Computer Science Logic|nan,,Top10,CE-L,Qualis 2017-2020|SBC CE-2024,,,xfuNJ8sxOdEJ,csl
CSMC,2025,Conference on Computer Simulation of Musical Creativity,,nan,,Top20,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
CSNDSP,2025,"International Symposium on Communication Systems, Networks and Digital Signal Processing",,,,,,Qualis 2017-2020,,,,
CSNet,2025,Cyber Security in Networking Conference,,,,,,Qualis 2017-2020,,,,
CSOUND,2025,International CSound Conference,,,,,,Qualis 2017-2020,,,,
CTE,2025,International Conference on Computational Thinking Education,,,,,,Qualis 2017-2020,,,,
CTS,2025,International Conference on Collaboration and Technology,,,,,,Qualis 2017-2020,,,,
CVPR,2025,IEEE Conference on Computer Vision and Pattern Recognition,,nan,,Recommended,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,FXe-a9w0eycJ,cvpr
CVPRW,2025,IEEE Conference on Computer Vision and Pattern Recognition Workshops,,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops|nan,,Top10,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,ihIDe6biV1gJ,cvpr
CyberSA,2025,"International Conference on Cyber Situational Awareness, Data Analytics and Assessment",,,,,,Qualis 2017-2020,,,,
CyberSecurity,2025,International Conference on Cyber Security And Protection Of Digital Services,,,,,,Qualis 2017-2020,,,,
DAC,2025,Design Automation Conference,,ACM/IEEE Design Automation Conference|nan,,Top10,CE-ACPAD|CE-CCI|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,LMgtaHBu8WIJ,dac
DAFX,2025,International Conference on Digital Audio Effects,,nan,,Top10,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
DAMON,2025,International Workshop on Data Management on New Hardware,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,damon
DARS,2025,International Symposium on Distributed Autonomous Robotic Systems,,,,,,Qualis 2017-2020,,,,
DASC,2025,"IEEE International Conference on Dependable, Autonomic & Secure Computing",,,,,,Qualis 2017-2020,,,,
DASFAA,2025,International Conference on Database Systems for Advanced Applications,,nan,,Top20,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,dasfaa
DASIP,2025,Conference on Design and Architectures for Signal and Image Processing,,,,,,Qualis 2017-2020,,,,
DATA,2025,"International Conference on Data Science, Technology and Applications",,"International Conference on Data Science, E-learning and Information Systems|nan",,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,aRfvSgRTrjoJ,data
DATAANALYTICS-IARIA,2025,IARIA International Conference on Data Analytics,,,,,,Qualis 2017-2020,,,,
DATE,2025,"Design, Automation and Test in Europe Conference and Exhibition",,"Design, Automation amd Test in Europe Conference and Exhibition|nan",,Top10,CE-BD|CE-CCI|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,cP2AyDfWCcQJ,date
DAWAK,2025,International Conference on Big Data Analytics and Knowledge Discovery,,International Conference on Data Warehousing and Knowledge Discovery,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,dawak
DBKD-AIARIA,2025,"IARIA International Conference on Advances in Databases, Knowledge, and Data Applications",,,,,,Qualis 2017-2020,,,,
DBSec,2025,IFIP WG 11.3 Conference on Data and Applications Security and Privacy,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,t9ttKFRoPtkJ,dbsec
DCAI,2025,International Symposium on Distributed Computing and Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
DCASE,2025,Workshop on Detection and Classification of Acoustic Scenes and Events,,nan,,Recommended,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
DCC,2025,Data Compression Conference,,,,,,Qualis 2017-2020,,,,
DCOSS,2025,International Conference on Distributed Computing in Sensor Systems,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,ps72WqVeHX4J,dcoss
DDECS,2025,IEEE International Symposium on Design and Diagnostics of Electronic Circuits and Systems,,IEEE International Symposium on Design and Diagnostics of Electronic Circuits & Systems|nan,,Recommended,CE-ACPAD|CE-CCI,Qualis 2017-2020|SBC CE-2024,,,7-_qFtHfavIJ,ddecs
DEBS,2025,International Conference on Distributed and Event-Based Systems,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,tlrCVwIsX4kJ,debs
DEPCOS,2025,International Conference on Dependability and Complex Systems,,International Conference on Dependability of Computer Systems|nan,,Recommended,CE-TF,Qualis 2017-2020|SBC CE-2024,,,,depcos
DESAFIE,2025,Workshop de Desafios da Computação Aplicada à Educação,,,,,,Qualis 2017-2020,,,,
DEXA,2025,International Conference on Database and Expert Systems Applications,,Conference on Database and Expert Systems Applications|Database and Expert Systems Applications,,Top20,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,dexa
DFT,2025,IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,,IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems|nan,,Top20,CE-TF,Qualis 2017-2020|SBC CE-2024,,,y53zu2cNqqkJ,dft
