comp_id,sigla,nome,siglas_alt,nomes_alt,origem,avaliacao,gs_id,dblp_id,sociedade,ano_dados
CompID900845,ICIV,International Conference on Information Visualisation,ICIV|IV|IV,International Conference on Information Visualisation|International Conference on Information Visualization,Qualis 2017-2020|SBC CE-2024,Recommended,vRWGetFmuFkJ.2024,iv,,2025.0
CompID900846,IVA,International Conference on Intelligent Virtual Agents,IVA,ACM INTERNATIONAL CONFERENCE ON INTELLIGENT VIRTUAL AGENTS|Intelligent Virtual Agents|International Conference on Intelligent Virtual Agents,Qualis 2017-2020|SBC CE-2024,Top10,,iva,,2025.0
CompID900847,IVAPP,International Conference on Information Visualization Theory and Applications,IVAPP,International Conference on Information Visualization Theory and Applications,Qualis 2017-2020|SBC CE-2024,Recommended,,ivapp,,2025.0
CompID900848,IWANN,International Work-Conference on Artificial Neural Networks,,,Qualis 2017-2020,,,,,2025.0
CompID900849,IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,Qualis 2017-2020|SBC CE-2024,Top10,T4IEJzWRVqIJ.2019,,,2025.0
CompID900850,IWBF,International Workshop on Biometrics and Forensics,,,Qualis 2017-2020,,,,,2025.0
CompID900851,IWCMC,International Wireless Communications and Mobile Computing Conference,IWCMC,International Wireless Communications and Mobile Computing Conference,Qualis 2017-2020|SBC CE-2024,Recommended,VmAg1pGpY18J.2023,iwcmc,,2025.0
CompID900852,IWCS,International Workshop on Computational Semantics,IWCS,International Workshop on Computational Semantics,Qualis 2017-2020|SBC CE-2024,Recommended,,iwcs,,2025.0
CompID900853,IWCTS,International Workshop on Computational Transportation Science,IWCTS,International Workshop on Computational Transportation Science,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900854,IWGS,ACM Workshop on GeoStreaming,,,Qualis 2017-2020,,,,,2025.0
CompID900855,IWOCA,International Workshop on Combinatorial Algorithms,IWOCA,International Workshop on Combinatorial Algorithms,Qualis 2017-2020|SBC CE-2024,Recommended,aEFAi4RU6TEJ.2024,iwoca,,2025.0
CompID900856,IWOMP,International Workshop on OpenMP,,,Qualis 2017-2020,,,,,2025.0
CompID900857,IWS,Iberchip Workshop,,,Qualis 2017-2020,,,,,2025.0
CompID900858,IWSECO,International Workshop on Software Ecosystems,IWSECO,International Workshop on Software Ecosystems,Qualis 2017-2020|SBC CE-2024,Recommended,,iwseco,,2025.0
CompID900859,IWSSIP,"International Conference on Systems, Signals and Image Processing",IWSSIP,"International Conference on Systems, Signals and Image Processing",Qualis 2017-2020|SBC CE-2024,Top20,GsvS_jxfxCoJ.2024,iwssip,,2025.0
CompID900860,jAUTI,Iberoamerican Conference on Applications and Usability of Interactive TV,,,Qualis 2017-2020,,,,,2025.0
CompID900861,JCDL,ACM/IEEE Joint Conference on Digital Libraries,,,Qualis 2017-2020,,,,,2025.0
CompID900862,JCSG,Joint International Conference on Serious Games,,,Qualis 2017-2020,,,,,2025.0
CompID900863,JSSPP,Workshop on Job Scheduling Strategies for Parallel Processing,,,Qualis 2017-2020,,,,,2025.0
CompID900864,JURIX,International Conference on Legal Knowledge and Information Systems,JURIX,International Conference on Legal Knowledge and Information Systems,Qualis 2017-2020|SBC CE-2024,Recommended,hTnzOl0B1DQJ.2024,jurix,,2025.0
CompID900865,KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,KDD,ACM SIGKDD International Conference on Knowledge Discovery and Data Mining|ACM SIGKDD conference on Knowledge Discovery and Data Mining,Qualis 2017-2020|SBC CE-2024,Top10,DxPOk84pRIIJ.2024,kdd,,2025.0
CompID900866,KDIR,International Conference on Knowledge Discovery and Information Retrieval,KDIR,International Conference on Knowledge Discovery and Information Retrieval,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900867,KDMILE,"Symposium on Knowledge Discovery, Mining and Learning",KDMILE,"Symposium on Knowledge Discovery, Mining and Learning",Qualis 2017-2020|SBC CE-2024,Top20,ktOlY8k93VoJ.2024,,,2025.0
CompID900868,KEPS,Workshop on Knowledge Engineering for Planning and Scheduling,,,Qualis 2017-2020,,,,,2025.0
CompID900869,KES,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,KES,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,Qualis 2017-2020|SBC CE-2024,Recommended,,kes,,2025.0
CompID900870,KESAMSTA,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,,,Qualis 2017-2020,,,,,2025.0
CompID900871,KESW,International Conference on Knowledge Engineering and Semantic Web,KESW,International Conference on Knowledge Engineering and Semantic Web,Qualis 2017-2020|SBC CE-2024,Recommended,,kesw,,2025.0
CompID900872,KMO,International Conference on Knowledge Management in Organizations,KMO,International Conference on Knowledge Management in Organizations,Qualis 2017-2020|SBC CE-2024,Recommended,-yAq_nHfnI0J.2024,kmo,,2025.0
CompID900873,KR,International Conference on Principles of Knowledge Representation and Reasoning,KR,International Conference on Principles of Knowledge Representation and Reasoning,Qualis 2017-2020|SBC CE-2024,Top10,mK5NIOh7kkEJ.2024,kr,,2025.0
CompID900874,L@S,ACM Conference on Learning @ Scale,L@S,ACM Conference on Learning @ Scale,Qualis 2017-2020|SBC CE-2024,Top10,36ZL-wFvppYJ.2024,lats,,2025.0
CompID900875,LA-CCI,Latin American Conference on Computational Intelligence,LA-CCI,IEEE Latin American Conference on Computational Intelligence,Qualis 2017-2020|SBC CE-2024,Recommended,MQjh4nsifjAJ.2024,lacci,,2025.0
CompID900876,LAC,Linux Audio Conference,LAC,Linux Audio Conference,Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900877,LACLO,Latin American Conference on Learning Objects and Technologies,LACLO,Conferencia Latinoamericana de Tecnologías de Aprendizaje|Latin American Conference on Learning Objects and Technologies|Latin American Conference on Learning Technologies,Qualis 2017-2020|SBC CE-2024,Top20,dxqVLUIU2J4J.2024,,,2025.0
CompID900878,LADC,Latin-American Symposium on Dependable Computing,LADC,Latin-American Symposium on Dependable Computing|Latin-American Symposium on Dependable and Secure Computing,Qualis 2017-2020|SBC CE-2024,Top20,,ladc,,2025.0
CompID900879,LAGIRS,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,LAGIRS,IEEE Latin American GRSS & ISPRS Remote Sensing Conference|IEEE Latin American GRSS & ISPRS Remote Sensing Conference (LAGIRS),Qualis 2017-2020|SBC CE-2024,Top20,,,,2025.0
CompID900880,LAGOS,"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,"Latin-American Algorithms, Graphs and Optimization Symposium",Qualis 2017-2020|SBC CE-2024,Recommended,,lagos,,2025.0
CompID900881,LAK,International Learning Analytics and Knowledge Conference,LAK,International Conference on Learning Analytics & Knowledge|International Learning Analytics and Knowledge Conference,Qualis 2017-2020|SBC CE-2024,Top10,vyPePYGDYIkJ.2024,lak,,2025.0
CompID900882,LANC,Latin American Networking Conference,LANC,Latin American Networking Conference,Qualis 2017-2020|SBC CE-2024,Recommended,,lanc,,2025.0
CompID900883,LANMAN,IEEE International Symposium on Local and Metropolitan Area Networks,LANMAN,IEEE International Symposium on Local and Metropolitan Area Networks,Qualis 2017-2020|SBC CE-2024,Recommended,,lanman,,2025.0
CompID900884,LANOMS,Latin American Network Operations and Management Symposium,LANOMS,Latin-American Network Operations and Management Symposium,Qualis 2017-2020|SBC CE-2024,Recommended,,lanoms,,2025.0
CompID900885,LARS,IEEE Latin American Robotics Symposium,LARS,IEEE Latin American Robotics Symposium|Latin American Robotics Symposium,Qualis 2017-2020|SBC CE-2024,Recommended,,larc,,2025.0
CompID900886,LASCAS,IEEE Latin American Symposium on Circuits and Systems,LASCAS,IEEE Latin American Symposium on Circuits and Systems,Qualis 2017-2020|SBC CE-2024,Top10,HwA04ld57EIJ.2024,lascas,,2025.0
CompID900887,LATIN,Latin American Theoretical Informatics Symposium,LATIN,Latin American Theoretical Informatics Symposium,Qualis 2017-2020|SBC CE-2024,Top10,OeICmY9lwg4J.2023,latin,,2025.0
CompID900888,LATINCLOUD,IEEE Latin America Conference on Cloud Computing and Communications,LATINCLOUD,IEEE Latin America Conference on Cloud Computing and Communications,Qualis 2017-2020|SBC CE-2024,Recommended,,latincloud,,2025.0
CompID900889,LATINCOM,IEEE Latin-American Conference on Communications,LATINCOM,IEEE Latin-American Conference on Communications,Qualis 2017-2020|SBC CE-2024,Recommended,P88GQzAGJOcJ.2023,latincom,,2025.0
CompID900890,LATINCRYPT,International Conference on Cryptology and Information Security in Latin America,LATINCRYPT,International Conference on Cryptology and Information Security in Latin America,Qualis 2017-2020|SBC CE-2024,Recommended,,latincrypt,,2025.0
CompID900891,LATINOWARE,Congresso Latino-americano de Software Livre e Tecnologias Abertas,Latinoware,Congresso Latino-Americano de Software Livre e Tecnologias Abertas|XX Congresso Latino-Americano de Software Livre e Tecnologias Abertas,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900892,LATS,IEEE Latin American Test Symposium,LATS,IEEE Latin American Test Symposium|IEEE Latin-American Test Symposium|Latin American Test Symposium,Qualis 2017-2020|SBC CE-2024,Top20,IdSNHXeKP5gJ.2024,latw,,2025.0
CompID900893,LAW,Linguistic Annotation Workshop,LAW,Linguistic Annotation Workshop,Qualis 2017-2020|SBC CE-2024,Top20,,acllaw,,2025.0
CompID900894,LAWCG,Latin American Workshop on Cliques in Graphs,LAWCG,Latin American Workshop on Cliques in Graphs,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900895,LAWCN,Latin-American Workshop on Computational Neuroscience,,,Qualis 2017-2020,,,,,2025.0
CompID900896,LAWEB,Latin American Web Congress,,,Qualis 2017-2020,,,,,2025.0
CompID900897,LCN,IEEE Conference on Local Computer Networks,LCN,IEEE Conference on Local Computer Networks,Qualis 2017-2020|SBC CE-2024,Recommended,-0SVTi_veasJ.2023,lcn,,2025.0
CompID900898,LCTES,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",LCTES,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems|Languages, Compilers, and Tools for Embedded Systems",Qualis 2017-2020|SBC CE-2024,Top20,,lctrts,,2025.0
CompID900899,LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",Qualis 2017-2020|SBC CE-2024,Recommended,,lctrts,,2025.0
CompID900900,LDAV,IEEE Symposium on Large Data Analysis and Visualization,LDAV,IEEE Symposium on Large Data Analysis and Visualization,Qualis 2017-2020|SBC CE-2024,Top20,,ldav,,2025.0
CompID900901,LFCS,Symposium on Logical Foundations of Computer Science,,,Qualis 2017-2020,,,,,2025.0
CompID900902,LICS,ACM/IEEE Symposium on Logic in Computer Science,LICS,ACM/IEEE Symposium on Logic in Computer Science,Qualis 2017-2020|SBC CE-2024,Top10,5mWbSIB9be8J.2024,lics,,2025.0
CompID900903,LIDTA,Workshop on Learning with Imbalanced Domains: Theory and Applications,,,Qualis 2017-2020,,,,,2025.0
CompID900904,LINKDEM,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,,,Qualis 2017-2020,,,,,2025.0
CompID900905,LION,Learning and Intelligent Optimization Conference,,,Qualis 2017-2020,,,,,2025.0
CompID900906,LMCS,Logical Methods in Computer Science,LMCS,Logical Methods in Computer Science,Qualis 2017-2020|SBC CE-2024,Top20,uMkIEwVx22wJ.2024,,,2025.0
CompID900907,LocalRec,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",LocalRec,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900908,LocWeb,International Workshop on Location and the Web,LocWeb,International Workshop on Location and the Web,Qualis 2017-2020|SBC CE-2024,Top20,,locweb,,2025.0
CompID900909,LoPaS,Location Privacy and Security Workshop,LoPaS,Location Privacy and Security Workshop,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900910,LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,,,Qualis 2017-2020,,,,,2025.0
CompID900911,LREC,International Conference on Language Resources and Evaluation,LREC,International Conference on Language Resources and Evaluation,Qualis 2017-2020|SBC CE-2024,Top10,qf6JB6yXg1UJ.2024,lrec,,2025.0
CompID900912,LSFA,"International Workshop on Logical and Semantic Frameworks, with Applications",LSFA,"International Workshop on Logical and Semantic Frameworks, with Applications",Qualis 2017-2020|SBC CE-2024,Top10,,lsfa,,2025.0
CompID900913,LTEC,International Workshop on Learning Technology for Education Challenges,,,Qualis 2017-2020,,,,,2025.0
CompID900914,M4IOT,Workshop on Middleware for Context-Aware Applications in the IoT,,,Qualis 2017-2020,,,,,2025.0
CompID900915,MABS,International Workshop on Multi-Agent Based Simulation,,,Qualis 2017-2020,,,,,2025.0
CompID900916,MANSDNNFV,International Workshop on Management of SDN and NFV Systems,,,Qualis 2017-2020,,,,,2025.0
CompID900917,MASCOTS,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",MASCOTS,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",Qualis 2017-2020|SBC CE-2024,Recommended,rUAci4_JCgEJ.2023,mascots,,2025.0
CompID900918,MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,MASS,IEEE International Conference on Mobile Ad-Hoc and Smart Systems|IEEE International Conference on Mobile Adhoc and Sensor Systems,Qualis 2017-2020|SBC CE-2024,Recommended,,mass,,2025.0
CompID900919,MASS2,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,,,Qualis 2017-2020,,,,,2025.0
CompID900920,MATES,German Conference on Multiagent System Technologies,,,Qualis 2017-2020,,,,,2025.0
CompID900921,MCDM,International Conference on Multiple Criteria Decision Making,,,Qualis 2017-2020,,,,,2025.0
CompID900922,MCM,International Conference on Mathematics and Computation in Music,MCM,International Conference on Mathematics and Computation in Music,Qualis 2017-2020|SBC CE-2024,Recommended,,,,2025.0
CompID900923,MCPR2,Mexican Conference on Pattern Recognition,,,Qualis 2017-2020,,,,,2025.0
CompID900924,MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,Qualis 2017-2020|SBC CE-2024,Recommended,cNDfl82p1FwJ.2024,mcsoc,,2025.0
CompID900925,MDAI,International Conference on Modeling Decisions for Artificial Intelligence,,,Qualis 2017-2020,,,,,2025.0
CompID900926,MDM,IEEE International Conference on Mobile Data Management,MDM,IEEE International Conference on Mobile Data Management|International Conference on Mobile Data Management,Qualis 2017-2020|SBC CE-2024,Recommended,,mdm,,2025.0
CompID900927,MED,Mediterranean Conference on Control and Automation,MED,Mediterranean Conference on Control and Automation,Qualis 2017-2020|SBC CE-2024,Recommended,GCpVsRNBp7cJ.2020,,,2025.0
CompID900928,MedComNet,Mediterranean Communication and Computer Networking Conference,,,Qualis 2017-2020,,,,,2025.0
CompID900929,MEDES,International Conference on Management of Emergent Digital EcoSystems,MEDES,International Conference on Management of Digital EcoSystems,Qualis 2017-2020|SBC CE-2024,Recommended,8r87ioMWSPAJ.2024,medes,,2025.0
CompID900930,MEDHOCNET,Mediterranean Ad Hoc Networking Workshop,,,Qualis 2017-2020,,,,,2025.0
CompID900931,MEDINFO,World Congress on Medical and Health Informatics,MEDINFO,Studies in Health Technology and Informatics |World Congress on Medical and Health Informatics,Qualis 2017-2020|SBC CE-2024,Top10,dZLYXaFx_-EJ.2024,medinfo,,2025.0
CompID900932,MEMEA,IEEE International Symposium on Medical Measurements and Applications,,,Qualis 2017-2020,,,,,2025.0
